"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"HIBADH",0.020564011822211,5.74745741413524,0.431103894884291,0.666465958704279,0.684783561031717,-8.62337162682925
"CD7",-0.0627632007139689,1.52551125508084,-0.429370048851571,0.667726745335605,0.686035654071746,-7.90400506145859
"FMO5",0.0684471302536203,3.31270439699482,0.429207808440821,0.667844768487066,0.686113565300187,-8.16511506851983
"ZNF484",-0.0316426228685507,2.37247312330094,-0.427224970189176,0.669287864546971,0.687552700774658,-8.02150548641621
"C1orf122",-0.0303166028772663,4.88830918688465,-0.425543233815941,0.670512780046239,0.688767533896276,-8.49611287590015
"PKN1",0.0241253536952435,6.99001737373148,0.42308090401857,0.672307833521579,0.690567836579581,-8.72452356866995
"RNASE2",-0.0478819533777516,-0.951062413490961,-0.422552994429957,0.672692926866986,0.690919748418552,-7.69129122326145
"EIF3K",0.0202192085799835,7.12099831385425,0.422219242000457,0.672936433067786,0.691126201499832,-8.72948031721547
"POLR2L",-0.0288487783317555,6.26747617622427,-0.420909902798291,0.673892060023195,0.69206395201119,-8.68564008798853
"LILRA1",0.0393841940567427,-0.420881324074875,0.418823418009846,0.675415978861887,0.693585163441021,-7.72739292483358
"AFAP1",0.0229476004253319,5.88926241623695,0.418737151725669,0.675479014439902,0.693606095398225,-8.64551992303301
"ZNF585A",0.020141464395897,3.63793073400628,0.417825930820933,0.676144991121897,0.694246107186785,-8.2413266037324
"OTUD6B",-0.0293606668628366,3.89756902693778,-0.417159698840837,0.676632075348697,0.694702368162164,-8.30462424549725
"DDX60L",-0.035945598482086,4.82759387795619,-0.415439204106546,0.677890560530579,0.695950523696229,-8.49233462392574
"CAMSAP2",0.0225516521442124,6.03872491910799,0.414690223581745,0.678438696585783,0.696469293850009,-8.66384462585529
"EPHX3",-0.0550622664604195,-1.07554598859603,-0.414151330663695,0.678833186938395,0.696830279383422,-7.68600690263629
"ATF7IP2",-0.0472377629583276,2.68804777994067,-0.413682151116989,0.679176716174515,0.697131938410864,-8.07501591058622
"SPRYD7",-0.0205651569517431,3.5161599582813,-0.413632884646333,0.67921279253362,0.697131938410864,-8.22196905279953
"HORMAD1",-0.110274652383131,-3.03727405947504,-0.41278094332393,0.679836759907693,0.697728330048527,-7.5579628065642
"ORM2",-0.113371215476693,-1.84269741599493,-0.410731274848485,0.681338849483569,0.699225821677508,-7.63707093412758
"RPSA",0.021550082133297,9.74587734949482,0.408765488746174,0.682780655600125,0.700644192585538,-8.71627300640122
"ARHGAP12",-0.0223713533215673,5.63139992623331,-0.408729440017624,0.682807106388858,0.700644192585538,-8.62187371161012
"SLC13A2",-0.108102387739697,-0.120567167648005,-0.407760885838266,0.683517929845933,0.701329331513317,-7.76081017015184
"COX5B",0.0239767763974523,6.3140879113025,0.405289373847286,0.685333048383013,0.703147383773158,-8.69230708994554
"SDE2",-0.021164367363979,5.16511117731535,-0.404098475501582,0.686208313900746,0.704000984206292,-8.55578708035269
"TNFSF9",0.0473718964223072,-0.384973907885618,0.402639681782056,0.687281046857573,0.705057051728353,-7.73515634654224
"GNAQ",-0.0234671072135022,6.64844727657338,-0.402359752916842,0.687486966457044,0.705223809280544,-8.71906882405445
"ZNF549",-0.0352751112606726,3.28010281472069,-0.401481318563933,0.688133305720357,0.705842299585243,-8.18593065584856
"TMEM39A",-0.0158975533880499,5.15999394647813,-0.399285206684766,0.689750170216283,0.707456150618555,-8.55392623729331
"ADAM21",-0.0478619177573221,-1.81791209096549,-0.398981388180259,0.689973965335421,0.707641058544691,-7.64069293487079
"SLC51A",-0.0303047830078957,1.35944822349683,-0.396973971536938,0.691453325800182,0.709113576601032,-7.89796130243775
"ZNF282",0.0181944811372334,5.22092367820388,0.395439820381174,0.692584710360292,0.710229067970682,-8.55954480517623
"TSGA10",0.0261155486386451,1.93920638308726,0.394929540557919,0.692961176835011,0.710570317024463,-7.96606443677568
"PNPLA8",0.0167706927990192,5.36973189921299,0.39443402219042,0.693326825491028,0.710900431029955,-8.58720037011785
"FBXW12",-0.0490070248147956,-3.76520474385847,-0.394103125915907,0.693571037457629,0.711105996540947,-7.51751410161145
